konto	konto_namn_officiell	konto_namn_ascii	niva	huvudgrupp_kod	huvudgrupp_namn_ascii	huvudkonto_kod	huvudkonto_namn_ascii	k2_blocked	auto_select_policy	sokord	stodfraser	tvetydiga_intentioner
1384	Derivat	derivat	sub	13	finansiella anlaggningstillgangar	1380	andra langfristiga fordringar	false	exact_name_allowed	1384 | anläggningstillgangar | balans | bas 1384 | derivat | finansiella | finansiella anläggningstillgangar | fordringar | konto 1384 | langfristiga | langfristiga fordringar | tillgangskonto	ändra langfristiga fordringar | ändra langfristiga fordringar derivat | balans derivat | bas konto 1384 derivat | derivat | finansiella anläggningstillgangar | finansiella anläggningstillgangar derivat | konto 1384 derivat | tillgangskonto derivat	
1385	Kapitalförsäkring	kapitalforsakring	sub	13	finansiella anlaggningstillgangar	1380	andra langfristiga fordringar	false	exact_name_allowed	1385 | anläggningstillgangar | balans | bas 1385 | finansiella | finansiella anläggningstillgangar | fordringar | kapitalforsakring | konto 1385 | langfristiga | langfristiga fordringar | tillgangskonto	ändra langfristiga fordringar | ändra langfristiga fordringar kapitalforsakring | balans kapitalforsakring | bas konto 1385 kapitalforsakring | finansiella anläggningstillgangar | finansiella anläggningstillgangar kapitalforsakring | kapitalforsakring | konto 1385 kapitalforsakring | tillgangskonto kapitalforsakring	
1387	Långfristiga kontraktsfordringar	langfristiga kontraktsfordringar	sub	13	finansiella anlaggningstillgangar	1380	andra langfristiga fordringar	false	exact_name_allowed	1387 | anläggningstillgangar | arbete | arbete att | att | att fakturera | balans | bas 1387 | fakturera | fakturerad | fakturerad intäkt | finansiella | finansiella anläggningstillgangar | fordringar | intäkt | konto 1387 | kontraktsfordran | kontraktsfordring | kontraktsfordringar | langfristiga | langfristiga fordringar | langfristiga kontraktsfordringar | tillgangskonto | upparbetad | upparbetad fakturerad | upparbetat | upparbetat arbete	ändra langfristiga fordringar | ändra langfristiga fordringar langfristiga kontraktsfordringar | balans langfristiga kontraktsfordringar | bas konto 1387 langfristiga kontraktsfordringar | finansiella anläggningstillgangar | finansiella anläggningstillgangar langfristiga kontraktsfordringar | konto 1387 langfristiga kontraktsfordringar | kontraktsfordran | langfristiga kontraktsfordringar | tillgangskonto langfristiga kontraktsfordringar | upparbetad ej fakturerad intäkt | upparbetat arbete att fakturera	
1388	Långfristiga kundfordringar	langfristiga kundfordringar	sub	13	finansiella anlaggningstillgangar	1380	andra langfristiga fordringar	false	exact_name_allowed	1388 | anläggningstillgangar | balans | bas 1388 | betala | finansiella | finansiella anläggningstillgangar | fordringar | konto 1388 | kund | kund ska | kundfaktura | kundfordring | kundfordringar | kundreskontra | langfristiga | langfristiga fordringar | langfristiga kundfordringar | obetald | obetald kundfaktura | öppen | öppen kundreskontra | ska | ska betala | tillgangskonto	ändra langfristiga fordringar | ändra langfristiga fordringar langfristiga kundfordringar | balans langfristiga kundfordringar | bas konto 1388 langfristiga kundfordringar | finansiella anläggningstillgangar | finansiella anläggningstillgangar langfristiga kundfordringar | konto 1388 langfristiga kundfordringar | kund ska betala | langfristiga kundfordringar | obetald kundfaktura | öppen kundreskontra | tillgangskonto langfristiga kundfordringar	
1389	Ackumulerade nedskrivningar av ändra långfristiga fordringar	ackumulerade nedskrivningar av andra langfristiga fordringar	sub	13	finansiella anlaggningstillgangar	1380	andra langfristiga fordringar	false	exact_name_allowed	1389 | ackumulerad nedskrivning | ackumulerade | ackumulerade nedskrivningar | ackumulerade nedskrivningar av ändra langfristiga fordringar | ackumulerade nedskrivningar langfristiga | ackumulerade nedskrivningar langfristiga fordringar | anläggningstillgangar | balans | bas 1389 | finansiella | finansiella anläggningstillgangar | fordring | fordringar | konto 1389 | langfristiga | langfristiga fordringar | nedskrivning | nedskrivningar | nedskrivningar langfristiga | nedskrivningar langfristiga fordringar | tillgangskonto	ackumulerad nedskrivning av ändra langfristiga fordringar | ackumulerade nedskrivningar av ändra langfristiga fordringar | ackumulerade nedskrivningar langfristiga fordringar | ändra langfristiga fordringar | ändra langfristiga fordringar ackumulerade nedskrivningar av ändra langfristiga fordringar | balans ackumulerade nedskrivningar av ändra langfristiga fordringar | bas konto 1389 ackumulerade nedskrivningar av ändra langfristiga fordringar | finansiella anläggningstillgangar | finansiella anläggningstillgangar ackumulerade nedskrivningar av ändra langfristiga fordringar | konto 1389 ackumulerade nedskrivningar av ändra langfristiga fordringar | samlad nedskrivning av ändra langfristiga fordringar | tillgangskonto ackumulerade nedskrivningar av ändra langfristiga fordringar	
14	LAGER, PRODUKTER I ARBETE OCH PÅGÅENDE ARBETEN	lager, produkter i arbete och pagaende arbeten	group	14	lager, produkter i arbete och pagaende arbeten			false	group_only	14 | arbete | arbete pågående | arbete pågående arbeten | arbeten | balans | bas 14 | konto 14 | lager | lager produkter | lager produkter arbete | lager produkter arbete pågående arbeten | lager produkter i arbete och pågående arbeten | pågående | pågående arbeten | produkt | produkter | produkter arbete | produkter arbete pågående | tillgangskonto	balans lager produkter i arbete och pågående arbeten | bas konto 14 lager produkter i arbete och pågående arbeten | konto 14 lager produkter i arbete och pågående arbeten | lager | lager produkter arbete pågående arbeten | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten lager produkter i arbete och pågående arbeten | produkter i arbete och pågående arbeten | tillgangskonto lager produkter i arbete och pågående arbeten	
1410	Lager av råvaror	lager av ravaror	main	14	lager, produkter i arbete och pagaende arbeten	1410	lager av ravaror	false	exact_name_allowed	1410 | arbete | arbete pågående | arbeten | balans | bas 1410 | konto 1410 | lager | lager av ravaror | lager produkter | lager ravaror | pågående | pågående arbeten | produkter | produkter arbete | ravar | ravaror | tillgangskonto	balans lager av ravaror | bas konto 1410 lager av ravaror | konto 1410 lager av ravaror | lager av ravaror | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten lager av ravaror | lager ravaror | tillgangskonto lager av ravaror	
1419	Förändring av lager av råvaror	forandring av lager av ravaror	sub	14	lager, produkter i arbete och pagaende arbeten	1410	lager av ravaror	false	exact_name_allowed	1419 | arbete | arbete pågående | arbeten | balans | bas 1419 | förändring | förändring av lager av ravaror | förändring lager | förändring lager ravaror | konto 1419 | lager | lager produkter | lager ravaror | pågående | pågående arbeten | produkter | produkter arbete | ravar | ravaror | tillgangskonto	balans förändring av lager av ravaror | bas konto 1419 förändring av lager av ravaror | förändring av lager av ravaror | förändring lager av ravaror | förändring lager ravaror | konto 1419 förändring av lager av ravaror | lager av ravaror | lager av ravaror förändring av lager av ravaror | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten förändring av lager av ravaror | tillgangskonto förändring av lager av ravaror	
1420	Lager av tillsatsmaterial och  förnödenheter	lager av tillsatsmaterial och fornodenheter	main	14	lager, produkter i arbete och pagaende arbeten	1420	lager av tillsatsmaterial och fornodenheter	false	exact_name_allowed	1420 | arbete | arbete pågående | arbeten | balans | bas 1420 | förnödenhet | förnödenheter | konto 1420 | lager | lager av tillsatsmaterial och förnödenheter | lager produkter | lager tillsatsmaterial | lager tillsatsmaterial förnödenheter | pågående | pågående arbeten | produkter | produkter arbete | tillgangskonto | tillsatsmaterial | tillsatsmaterial förnödenheter	balans lager av tillsatsmaterial och förnödenheter | bas konto 1420 lager av tillsatsmaterial och förnödenheter | konto 1420 lager av tillsatsmaterial och förnödenheter | lager av tillsatsmaterial och förnödenheter | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten lager av tillsatsmaterial och förnödenheter | lager tillsatsmaterial förnödenheter | tillgangskonto lager av tillsatsmaterial och förnödenheter	
1429	Förändring av lager av tillsatsmaterial och förnödenheter	forandring av lager av tillsatsmaterial och fornodenheter	sub	14	lager, produkter i arbete och pagaende arbeten	1420	lager av tillsatsmaterial och fornodenheter	false	exact_name_allowed	1429 | arbete | arbete pågående | arbeten | balans | bas 1429 | förändring | förändring av lager av tillsatsmaterial och förnödenheter | förändring lager | förändring lager tillsatsmaterial | förändring lager tillsatsmaterial förnödenheter | förnödenhet | förnödenheter | konto 1429 | lager | lager produkter | lager tillsatsmaterial | lager tillsatsmaterial förnödenheter | pågående | pågående arbeten | produkter | produkter arbete | tillgangskonto | tillsatsmaterial | tillsatsmaterial förnödenheter	balans förändring av lager av tillsatsmaterial och förnödenheter | bas konto 1429 förändring av lager av tillsatsmaterial och förnödenheter | förändring av lager av tillsatsmaterial och förnödenheter | förändring lager av tillsatsmaterial och förnödenheter | förändring lager tillsatsmaterial förnödenheter | konto 1429 förändring av lager av tillsatsmaterial och förnödenheter | lager av tillsatsmaterial och förnödenheter | lager av tillsatsmaterial och förnödenheter förändring av lager av tillsatsmaterial och förnödenheter | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten förändring av lager av tillsatsmaterial och förnödenheter | tillgangskonto förändring av lager av tillsatsmaterial och förnödenheter	
1440	Produkter i arbete	produkter i arbete	main	14	lager, produkter i arbete och pagaende arbeten	1440	produkter i arbete	false	exact_name_allowed	1440 | arbete | arbete pågående | arbeten | balans | bas 1440 | konto 1440 | lager | lager produkter | pågående | pågående arbeten | produkt | produkter | produkter arbete | produkter i arbete | tillgangskonto	balans produkter i arbete | bas konto 1440 produkter i arbete | konto 1440 produkter i arbete | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten produkter i arbete | produkter arbete | produkter i arbete | tillgangskonto produkter i arbete	
1449	Förändring av produkter i arbete	forandring av produkter i arbete	sub	14	lager, produkter i arbete och pagaende arbeten	1440	produkter i arbete	false	exact_name_allowed	1449 | arbete | arbete pågående | arbeten | balans | bas 1449 | förändring | förändring av produkter i arbete | förändring produkter | förändring produkter arbete | konto 1449 | lager | lager produkter | pågående | pågående arbeten | produkt | produkter | produkter arbete | tillgangskonto	balans förändring av produkter i arbete | bas konto 1449 förändring av produkter i arbete | förändring av produkter i arbete | förändring produkter arbete | förändring produkter i arbete | konto 1449 förändring av produkter i arbete | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten förändring av produkter i arbete | produkter i arbete | produkter i arbete förändring av produkter i arbete | tillgangskonto förändring av produkter i arbete	
1450	Lager av färdiga varor	lager av fardiga varor	main	14	lager, produkter i arbete och pagaende arbeten	1450	lager av fardiga varor	false	exact_name_allowed	1450 | arbete | arbete pågående | arbeten | balans | bas 1450 | färdiga | färdiga varor | konto 1450 | lager | lager av färdiga varor | lager färdiga | lager färdiga varor | lager produkter | pågående | pågående arbeten | produkter | produkter arbete | tillgangskonto | varor	balans lager av färdiga varor | bas konto 1450 lager av färdiga varor | konto 1450 lager av färdiga varor | lager av färdiga varor | lager färdiga varor | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten lager av färdiga varor | tillgangskonto lager av färdiga varor	
1459	Förändring av lager av färdiga varor	forandring av lager av fardiga varor	sub	14	lager, produkter i arbete och pagaende arbeten	1450	lager av fardiga varor	false	exact_name_allowed	1459 | arbete | arbete pågående | arbeten | balans | bas 1459 | färdiga | färdiga varor | förändring | förändring av lager av färdiga varor | förändring lager | förändring lager färdiga | förändring lager färdiga varor | konto 1459 | lager | lager färdiga | lager färdiga varor | lager produkter | pågående | pågående arbeten | produkter | produkter arbete | tillgangskonto | varor	balans förändring av lager av färdiga varor | bas konto 1459 förändring av lager av färdiga varor | förändring av lager av färdiga varor | förändring lager av färdiga varor | förändring lager färdiga varor | konto 1459 förändring av lager av färdiga varor | lager av färdiga varor | lager av färdiga varor förändring av lager av färdiga varor | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten förändring av lager av färdiga varor | tillgangskonto förändring av lager av färdiga varor	
1460	Lager av handelsvaror	lager av handelsvaror	main	14	lager, produkter i arbete och pagaende arbeten	1460	lager av handelsvaror	false	exact_name_allowed	1460 | arbete | arbete pågående | arbeten | balans | bas 1460 | handelsvar | handelsvaror | konto 1460 | lager | lager av handelsvaror | lager handelsvaror | lager produkter | pågående | pågående arbeten | produkter | produkter arbete | tillgangskonto	balans lager av handelsvaror | bas konto 1460 lager av handelsvaror | konto 1460 lager av handelsvaror | lager av handelsvaror | lager handelsvaror | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten lager av handelsvaror | tillgangskonto lager av handelsvaror	
1465	Lager av varor VMB	lager av varor vmb	sub	14	lager, produkter i arbete och pagaende arbeten	1460	lager av handelsvaror	false	exact_name_allowed	1465 | arbete | arbete pågående | arbeten | balans | bas 1465 | handelsvaror | konto 1465 | lager | lager av varor vmb | lager handelsvaror | lager produkter | lager varor | lager varor vmb | pågående | pågående arbeten | produkter | produkter arbete | tillgangskonto | varor | varor vmb | vmb	balans lager av varor vmb | bas konto 1465 lager av varor vmb | konto 1465 lager av varor vmb | lager av handelsvaror | lager av handelsvaror lager av varor vmb | lager av varor vmb | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten lager av varor vmb | lager varor vmb | tillgangskonto lager av varor vmb	
1466	Nedskrivning av varor VMB	nedskrivning av varor vmb	sub	14	lager, produkter i arbete och pagaende arbeten	1460	lager av handelsvaror	false	exact_name_allowed	1466 | arbete | arbete pågående | arbeten | balans | bas 1466 | handelsvaror | konto 1466 | lager | lager handelsvaror | lager produkter | nedskrivning | nedskrivning av varor vmb | nedskrivning varor | nedskrivning varor vmb | pågående | pågående arbeten | produkter | produkter arbete | tillgangskonto | varor | varor vmb | vmb	balans nedskrivning av varor vmb | bas konto 1466 nedskrivning av varor vmb | konto 1466 nedskrivning av varor vmb | lager av handelsvaror | lager av handelsvaror nedskrivning av varor vmb | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten nedskrivning av varor vmb | nedskrivning av varor vmb | nedskrivning varor vmb | tillgangskonto nedskrivning av varor vmb	
1467	Lager av varor VMB förenklad	lager av varor vmb forenklad	sub	14	lager, produkter i arbete och pagaende arbeten	1460	lager av handelsvaror	false	exact_name_allowed	1467 | arbete | arbete pågående | arbeten | balans | bas 1467 | förenklad | handelsvaror | konto 1467 | lager | lager av varor vmb förenklad | lager handelsvaror | lager produkter | lager varor | lager varor vmb | lager varor vmb förenklad | pågående | pågående arbeten | produkter | produkter arbete | tillgangskonto | varor | varor vmb | varor vmb förenklad | vmb | vmb förenklad	balans lager av varor vmb förenklad | bas konto 1467 lager av varor vmb förenklad | konto 1467 lager av varor vmb förenklad | lager av handelsvaror | lager av handelsvaror lager av varor vmb förenklad | lager av varor vmb förenklad | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten lager av varor vmb förenklad | lager varor vmb förenklad | tillgangskonto lager av varor vmb förenklad	
1469	Förändring av lager av handelsvaror	forandring av lager av handelsvaror	sub	14	lager, produkter i arbete och pagaende arbeten	1460	lager av handelsvaror	false	exact_name_allowed	1469 | arbete | arbete pågående | arbeten | balans | bas 1469 | förändring | förändring av lager av handelsvaror | förändring lager | förändring lager handelsvaror | handelsvar | handelsvaror | konto 1469 | lager | lager handelsvaror | lager produkter | pågående | pågående arbeten | produkter | produkter arbete | tillgangskonto	balans förändring av lager av handelsvaror | bas konto 1469 förändring av lager av handelsvaror | förändring av lager av handelsvaror | förändring lager av handelsvaror | förändring lager handelsvaror | konto 1469 förändring av lager av handelsvaror | lager av handelsvaror | lager av handelsvaror förändring av lager av handelsvaror | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten förändring av lager av handelsvaror | tillgangskonto förändring av lager av handelsvaror	
1470	Pågående arbeten	pagaende arbeten	main	14	lager, produkter i arbete och pagaende arbeten	1470	pagaende arbeten	false	exact_name_allowed	1470 | arbete | arbete pågående | arbeten | balans | bas 1470 | konto 1470 | lager | lager produkter | pågående | pågående arbeten | produkter | produkter arbete | tillgangskonto	balans pågående arbeten | bas konto 1470 | bas konto 1470 pågående arbeten | bokför på konto 1470 | bokför pågående arbeten | konto 1470 pågående arbeten | konto för pågående arbeten | konto inom lager produkter arbete pågående arbeten | kostnad eller post pågående arbeten | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten pågående arbeten | pågående arbeten | sök konto 1470 | tillgangskonto pågående arbeten | underkonto till pågående arbeten	
1471	Pågående arbeten, nedlagda kostnader	pagaende arbeten, nedlagda kostnader	sub	14	lager, produkter i arbete och pagaende arbeten	1470	pagaende arbeten	false	exact_name_allowed	1471 | arbete | arbete pågående | arbeten | arbeten nedlagda | arbeten nedlagda kostnader | balans | bas 1471 | konto 1471 | kostnad | kostnader | lager | lager produkter | nedlagda | nedlagda kostnader | pågående | pågående arbeten | pågående arbeten nedlagda | pågående arbeten nedlagda kostnader | produkter | produkter arbete | tillgangskonto	balans pågående arbeten nedlagda kostnader | bas konto 1471 pågående arbeten nedlagda kostnader | konto 1471 pågående arbeten nedlagda kostnader | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten pågående arbeten nedlagda kostnader | nedlagda kostnader | pågående arbeten | pågående arbeten nedlagda kostnader | pågående arbeten pågående arbeten nedlagda kostnader | tillgangskonto pågående arbeten nedlagda kostnader	
1478	Pågående arbeten, fakturering	pagaende arbeten, fakturering	sub	14	lager, produkter i arbete och pagaende arbeten	1470	pagaende arbeten	false	exact_name_allowed	1478 | arbete | arbete pågående | arbeten | arbeten fakturering | balans | bas 1478 | fakturering | konto 1478 | lager | lager produkter | pågående | pågående arbeten | pågående arbeten fakturering | produkter | produkter arbete | tillgangskonto	balans pågående arbeten fakturering | bas konto 1478 pågående arbeten fakturering | fakturering | konto 1478 pågående arbeten fakturering | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten pågående arbeten fakturering | pågående arbeten | pågående arbeten fakturering | pågående arbeten pågående arbeten fakturering | tillgangskonto pågående arbeten fakturering	
1479	Förändring av pågående arbeten	forandring av pagaende arbeten	sub	14	lager, produkter i arbete och pagaende arbeten	1470	pagaende arbeten	false	exact_name_allowed	1479 | arbete | arbete pågående | arbeten | balans | bas 1479 | förändring | förändring av pågående arbeten | förändring pågående | förändring pågående arbeten | konto 1479 | lager | lager produkter | pågående | pågående arbeten | produkter | produkter arbete | tillgangskonto	balans förändring av pågående arbeten | bas konto 1479 förändring av pågående arbeten | förändring av pågående arbeten | förändring pågående arbeten | konto 1479 förändring av pågående arbeten | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten förändring av pågående arbeten | pågående arbeten | pågående arbeten förändring av pågående arbeten | tillgangskonto förändring av pågående arbeten	
1480	Förskott för varor och tjänster	forskott for varor och tjanster	main	14	lager, produkter i arbete och pagaende arbeten	1480	forskott for varor och tjanster	false	exact_name_allowed	1480 | arbete | arbete pågående | arbeten | balans | bas 1480 | förhandsbetalning | förskott | förskott för varor och tjänster | förskott varor | förskott varor tjänster | konto 1480 | lager | lager produkter | pågående | pågående arbeten | produkter | produkter arbete | tillgangskonto | tjänst | tjänster | varor | varor tjänster	balans förskott för varor och tjänster | bas konto 1480 förskott för varor och tjänster | förhandsbetalning förskott för varor och tjänster | förskott för varor och tjänster | förskott varor tjänster | konto 1480 förskott för varor och tjänster | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten förskott för varor och tjänster | tillgangskonto förskott för varor och tjänster	
1481	Remburser	remburser	sub	14	lager, produkter i arbete och pagaende arbeten	1480	forskott for varor och tjanster	false	exact_name_allowed	1481 | arbete | arbete pågående | arbeten | balans | bas 1481 | förskott | förskott varor | konto 1481 | lager | lager produkter | pågående | pågående arbeten | produkter | produkter arbete | remburs | remburser | tillgangskonto | tjänster | varor | varor tjänster	balans remburser | bas konto 1481 remburser | förskott för varor och tjänster | förskott för varor och tjänster remburser | konto 1481 remburser | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten remburser | remburser | tillgangskonto remburser	
1489	Övriga förskott till leverantörer	ovriga forskott till leverantorer	sub	14	lager, produkter i arbete och pagaende arbeten	1480	forskott for varor och tjanster	false	exact_name_allowed	1489 | arbete | arbete pågående | arbeten | balans | bas 1489 | förhandsbetalning | förskott | förskott leverantörer | förskott varor | konto 1489 | lager | lager produkter | leverantör | leverantörer | övriga förskott till leverantörer | pågående | pågående arbeten | produkter | produkter arbete | tillgangskonto | tjänster | varor | varor tjänster	balans övriga förskott till leverantörer | bas konto 1489 övriga förskott till leverantörer | förhandsbetalning övriga förskott till leverantörer | förskott för varor och tjänster | förskott för varor och tjänster övriga förskott till leverantörer | förskott leverantörer | konto 1489 övriga förskott till leverantörer | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten övriga förskott till leverantörer | övriga förskott till leverantörer | tillgangskonto övriga förskott till leverantörer	
1490	Övriga lagertillgångar	ovriga lagertillgangar	main	14	lager, produkter i arbete och pagaende arbeten	1490	ovriga lagertillgangar	false	exact_name_allowed	1490 | arbete | arbete pågående | arbeten | balans | bas 1490 | konto 1490 | lager | lager produkter | lagertillgang | lagertillgangar | övriga lagertillgangar | pågående | pågående arbeten | produkter | produkter arbete | tillgangskonto	balans övriga lagertillgangar | bas konto 1490 övriga lagertillgangar | konto 1490 övriga lagertillgangar | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten övriga lagertillgangar | lagertillgangar | övriga lagertillgangar | tillgangskonto övriga lagertillgangar	
1491	Lager av värdepapper	lager av vardepapper	sub	14	lager, produkter i arbete och pagaende arbeten	1490	ovriga lagertillgangar	false	exact_name_allowed	1491 | arbete | arbete pågående | arbeten | balans | bas 1491 | konto 1491 | lager | lager av vardepapper | lager produkter | lager vardepapper | lagertillgangar | pågående | pågående arbeten | produkter | produkter arbete | tillgangskonto | vardepapp | vardepapper	balans lager av vardepapper | bas konto 1491 lager av vardepapper | konto 1491 lager av vardepapper | lager av vardepapper | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten lager av vardepapper | lager vardepapper | övriga lagertillgangar | övriga lagertillgangar lager av vardepapper | tillgangskonto lager av vardepapper	
1492	Lager av fastigheter	lager av fastigheter	sub	14	lager, produkter i arbete och pagaende arbeten	1490	ovriga lagertillgangar	false	exact_name_allowed	1492 | arbete | arbete pågående | arbeten | balans | bas 1492 | fastighet | fastigheter | konto 1492 | lager | lager av fastigheter | lager fastigheter | lager produkter | lagertillgangar | pågående | pågående arbeten | produkter | produkter arbete | tillgangskonto	balans lager av fastigheter | bas konto 1492 lager av fastigheter | konto 1492 lager av fastigheter | lager av fastigheter | lager fastigheter | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten lager av fastigheter | övriga lagertillgangar | övriga lagertillgangar lager av fastigheter | tillgangskonto lager av fastigheter	
1493	Djur som klassificeras som omsättningstillgång	djur som klassificeras som omsattningstillgang	sub	14	lager, produkter i arbete och pagaende arbeten	1490	ovriga lagertillgangar	false	exact_name_allowed	1493 | arbete | arbete pågående | arbeten | balans | bas 1493 | djur | djur som | djur som klassificeras | djur som klassificeras som omsattningstillgang | klassificeras | klassificeras som | klassificeras som omsattningstillgang | konto 1493 | lager | lager produkter | lagertillgangar | omsattningstillgang | pågående | pågående arbeten | produkter | produkter arbete | som | som klassificeras | som klassificeras som | som omsattningstillgang | tillgangskonto	balans djur som klassificeras som omsattningstillgang | bas konto 1493 djur som klassificeras som omsattningstillgang | djur som klassificeras som omsattningstillgang | konto 1493 djur som klassificeras som omsattningstillgang | lager produkter i arbete och pågående arbeten | lager produkter i arbete och pågående arbeten djur som klassificeras som omsattningstillgang | övriga lagertillgangar | övriga lagertillgangar djur som klassificeras som omsattningstillgang | tillgangskonto djur som klassificeras som omsattningstillgang	
15	KUNDFORDRINGAR	kundfordringar	group	15	kundfordringar			false	group_only	15 | balans | bas 15 | betala | konto 15 | kund | kund ska | kundfaktura | kundfordring | kundfordringar | kundreskontra | obetald | obetald kundfaktura | öppen | öppen kundreskontra | ska | ska betala | tillgangskonto	balans kundfordringar | bas konto 15 kundfordringar | konto 15 kundfordringar | kund ska betala | kundfordringar | kundfordringar kundfordringar | obetald kundfaktura | öppen kundreskontra | tillgangskonto kundfordringar	
1510	Kundfordringar	kundfordringar	main	15	kundfordringar	1510	kundfordringar	false	exact_name_allowed	1510 | balans | bas 1510 | betala | konto 1510 | kund | kund ska | kundfaktura | kundfordring | kundfordringar | kundreskontra | kundreskontra öppen | obetald | obetald kundfaktura | öppen | öppen kundreskontra | öppen post | post | ska | ska betala | tillgangskonto	balans kundfordringar | bas konto 1510 kundfordringar | konto 1510 kundfordringar | kund ska betala | kundfordringar | kundfordringar kundfordringar | kundreskontra öppen post | obetald kundfaktura | öppen kundreskontra | tillgangskonto kundfordringar	
1511	Kundfordringar	kundfordringar	sub	15	kundfordringar	1510	kundfordringar	false	exact_name_allowed	1511 | balans | bas 1511 | betala | konto 1511 | kund | kund ska | kundfaktura | kundfordring | kundfordringar | kundreskontra | obetald | obetald kundfaktura | öppen | öppen kundreskontra | ska | ska betala | tillgangskonto	balans kundfordringar | bas konto 1511 kundfordringar | konto 1511 kundfordringar | kund ska betala | kundfordringar | kundfordringar kundfordringar | obetald kundfaktura | öppen kundreskontra | tillgangskonto kundfordringar	
1512	Belånade kundfordringar (factoring)	belanade kundfordringar (factoring)	sub	15	kundfordringar	1510	kundfordringar	false	exact_name_allowed	1512 | balans | bas 1512 | belanade | belanade kundfordringar | belanade kundfordringar factoring | betala | factoring | konto 1512 | kund | kund ska | kundfaktura | kundfordring | kundfordringar | kundfordringar factoring | kundreskontra | obetald | obetald kundfaktura | öppen | öppen kundreskontra | ska | ska betala | tillgangskonto	balans belanade kundfordringar factoring | bas konto 1512 belanade kundfordringar factoring | belanade kundfordringar | belanade kundfordringar factoring | factoring | konto 1512 belanade kundfordringar factoring | kund ska betala | kundfordringar | kundfordringar belanade kundfordringar factoring | obetald kundfaktura | öppen kundreskontra | tillgangskonto belanade kundfordringar factoring	
1513	Kundfordringar – delad faktura	kundfordringar delad faktura	sub	15	kundfordringar	1510	kundfordringar	false	exact_name_allowed	1513 | balans | bas 1513 | betala | delad | delad faktura | faktura | konto 1513 | kund | kund ska | kundfaktura | kundfordring | kundfordringar | kundfordringar delad | kundfordringar delad faktura | kundreskontra | obetald | obetald kundfaktura | öppen | öppen kundreskontra | ska | ska betala | tillgangskonto	balans kundfordringar delad faktura | bas konto 1513 kundfordringar delad faktura | konto 1513 kundfordringar delad faktura | kund ska betala | kundfordringar | kundfordringar delad faktura | kundfordringar kundfordringar delad faktura | obetald kundfaktura | öppen kundreskontra | tillgangskonto kundfordringar delad faktura	
1516	Tvistiga kundfordringar	tvistiga kundfordringar	sub	15	kundfordringar	1510	kundfordringar	false	exact_name_allowed	1516 | balans | bas 1516 | betala | konto 1516 | kund | kund ska | kundfaktura | kundfordring | kundfordringar | kundreskontra | obetald | obetald kundfaktura | öppen | öppen kundreskontra | ska | ska betala | tillgangskonto | tvistiga | tvistiga kundfordringar	balans tvistiga kundfordringar | bas konto 1516 tvistiga kundfordringar | konto 1516 tvistiga kundfordringar | kund ska betala | kundfordringar | kundfordringar tvistiga kundfordringar | obetald kundfaktura | öppen kundreskontra | tillgangskonto tvistiga kundfordringar | tvistiga kundfordringar	
1518	Ej reskontraförda kundfordringar	ej reskontraforda kundfordringar	sub	15	kundfordringar	1510	kundfordringar	true	exact_name_allowed	1518 | balans | bas 1518 | betala | ej reskontraforda kundfordringar | konto 1518 | kund | kund ska | kundfaktura | kundfordring | kundfordringar | kundreskontra | obetald | obetald kundfaktura | öppen | öppen kundreskontra | reskontraforda | reskontraforda kundfordringar | ska | ska betala | tillgangskonto	balans ej reskontraforda kundfordringar | bas konto 1518 ej reskontraforda kundfordringar | ej reskontraforda kundfordringar | konto 1518 ej reskontraforda kundfordringar | kund ska betala | kundfordringar | kundfordringar ej reskontraforda kundfordringar | obetald kundfaktura | öppen kundreskontra | reskontraforda kundfordringar | tillgangskonto ej reskontraforda kundfordringar	
